epoch,step,train_loss
0,49,nan
0,99,nan
0,149,nan
0,199,nan
0,249,nan
0,299,nan
0,349,nan
0,399,nan
0,449,nan
0,499,nan
0,549,nan
0,599,nan
0,649,nan
0,699,nan
0,749,nan
0,799,nan
0,849,nan
0,899,nan
0,949,nan
0,999,nan
0,1049,nan
0,1099,nan
0,1149,nan
0,1199,nan
0,1249,nan
0,1299,nan
0,1349,nan
0,1399,nan
0,1449,nan
0,1499,nan
0,1549,nan
0,1599,nan
0,1649,nan
0,1699,nan
0,1749,nan
0,1799,nan
0,1849,nan
0,1899,nan
0,1949,nan
0,1999,nan
0,2049,nan
0,2099,nan
0,2149,nan
0,2199,nan
0,2249,nan
0,2299,nan
0,2349,nan
0,2399,nan
0,2449,nan
0,2499,nan
0,2549,nan
0,2599,nan
0,2649,nan
0,2699,nan
0,2749,nan
0,2799,nan
0,2849,nan
0,2899,nan
0,2949,nan
0,2999,nan
0,3049,nan
0,3099,nan
0,3149,nan
0,3199,nan
0,3249,nan
0,3299,nan
0,3349,nan
0,3399,nan
0,3449,nan
0,3499,nan
0,3549,nan
0,3599,nan
0,3649,nan
0,3699,nan
0,3749,nan
0,3799,nan
0,3849,nan
0,3899,nan
0,3949,nan
0,3999,nan
0,4049,nan
0,4099,nan
0,4149,nan
0,4199,nan
0,4249,nan
0,4299,nan
0,4349,nan
0,4399,nan
0,4449,nan
0,4499,nan
0,4549,nan
0,4599,nan
0,4649,nan
0,4699,nan
0,4749,nan
0,4799,nan
0,4849,nan
0,4899,nan
0,4949,nan
0,4999,nan
0,5049,nan
0,5099,nan
0,5149,nan
0,5199,nan
0,5249,nan
0,5299,nan
0,5349,nan
0,5399,nan
0,5449,nan
0,5499,nan
0,5549,nan
0,5599,nan
0,5649,nan
0,5699,nan
0,5749,nan
0,5799,nan
0,5849,nan
0,5899,nan
0,5949,nan
0,5999,nan
0,6049,nan
0,6099,nan
0,6149,nan
0,6199,nan
0,6249,nan
0,6299,nan
0,6349,nan
0,6399,nan
0,6449,nan
0,6499,nan
0,6549,nan
0,6599,nan
0,6649,nan
0,6699,nan
0,6749,nan
0,6799,nan
0,6849,nan
0,6899,nan
0,6949,nan
0,6999,nan
0,7049,nan
0,7099,nan
0,7149,nan
0,7199,nan
0,7249,nan
0,7299,nan
0,7349,nan
0,7399,nan
0,7449,nan
0,7499,nan
0,7549,nan
0,7599,nan
0,7649,nan
0,7699,nan
0,7749,nan
0,7799,nan
0,7849,nan
0,7899,nan
0,7949,nan
0,7999,nan
0,8049,nan
0,8099,nan
0,8149,nan
0,8199,nan
0,8249,nan
0,8299,nan
0,8349,nan
0,8399,nan
0,8449,nan
0,8499,nan
0,8549,nan
0,8599,nan
0,8649,nan
0,8699,nan
0,8749,nan
0,8799,nan
0,8849,nan
0,8899,nan
0,8949,nan
0,8999,nan
0,9049,nan
0,9099,nan
0,9149,nan
0,9199,nan
0,9249,nan
0,9299,nan
0,9349,nan
0,9399,nan
0,9449,nan
0,9499,nan
0,9549,nan
0,9599,nan
0,9649,nan
0,9699,nan
0,9749,nan
0,9799,nan
0,9849,nan
0,9899,nan
0,9949,nan
0,9999,nan
0,10049,nan
0,10099,nan
0,10149,nan
0,10199,nan
0,10249,nan
0,10299,nan
0,10349,nan
0,10399,nan
0,10449,nan
0,10499,nan
0,10549,nan
0,10599,nan
0,10649,nan
0,10699,nan
0,10749,nan
0,10799,nan
0,10849,nan
0,10899,nan
0,10949,nan
0,10999,nan
0,11049,nan
0,11099,nan
0,11149,nan
0,11199,nan
0,11249,nan
0,11299,nan
0,11349,nan
0,11399,nan
0,11449,nan
0,11499,nan
0,11549,nan
0,11599,nan
0,11649,nan
0,11699,nan
0,11749,nan
0,11799,nan
0,11849,nan
0,11899,nan
0,11949,nan
0,11999,nan
0,12049,nan
0,12099,nan
0,12149,nan
0,12199,nan
0,12249,nan
0,12299,nan
0,12349,nan
0,12399,nan
0,12449,nan
0,12499,nan
0,12549,nan
0,12599,nan
0,12649,nan
0,12699,nan
0,12749,nan
0,12799,nan
0,12849,nan
0,12899,nan
0,12949,nan
0,12999,nan
0,13049,nan
0,13099,nan
0,13149,nan
0,13199,nan
0,13249,nan
0,13299,nan
0,13349,nan
0,13399,nan
0,13449,nan
0,13499,nan
0,13549,nan
0,13599,nan
0,13649,nan
0,13699,nan
0,13749,nan
0,13799,nan
0,13849,nan
0,13899,nan
0,13949,nan
0,13999,nan
0,14049,nan
0,14099,nan
0,14149,nan
0,14199,nan
0,14249,nan
0,14299,nan
0,14349,nan
0,14399,nan
0,14449,nan
0,14499,nan
0,14549,nan
0,14599,nan
0,14649,nan
0,14699,nan
0,14749,nan
0,14799,nan
0,14849,nan
0,14899,nan
0,14949,nan
0,14999,nan
0,15049,nan
0,15099,nan
0,15149,nan
0,15199,nan
0,15249,nan
0,15299,nan
0,15349,nan
0,15399,nan
0,15449,nan
0,15499,nan
0,15549,nan
0,15599,nan
0,15649,nan
0,15699,nan
0,15749,nan
0,15799,nan
0,15849,nan
0,15899,nan
0,15949,nan
0,15999,nan
0,16049,nan
0,16099,nan
0,16149,nan
0,16199,nan
0,16249,nan
0,16299,nan
0,16349,nan
0,16399,nan
0,16449,nan
0,16499,nan
0,16549,nan
0,16599,nan
0,16649,nan
0,16699,nan
0,16749,nan
0,16799,nan
0,16849,nan
0,16899,nan
0,16949,nan
0,16999,nan
0,17049,nan
0,17099,nan
0,17149,nan
0,17199,nan
0,17249,nan
0,17299,nan
0,17349,nan
0,17399,nan
0,17449,nan
0,17499,nan
0,17549,nan
0,17599,nan
0,17649,nan
0,17699,nan
0,17749,nan
0,17799,nan
0,17849,nan
0,17899,nan
0,17949,nan
0,17999,nan
0,18049,nan
0,18099,nan
0,18149,nan
0,18199,nan
0,18249,nan
0,18299,nan
0,18349,nan
0,18399,nan
0,18449,nan
0,18499,nan
0,18549,nan
0,18599,nan
0,18649,nan
0,18699,nan
0,18749,nan
0,18799,nan
0,18849,nan
0,18899,nan
0,18949,nan
0,18999,nan
0,19049,nan
0,19099,nan
0,19149,nan
0,19199,nan
0,19249,nan
0,19299,nan
0,19349,nan
0,19399,nan
0,19449,nan
0,19499,nan
0,19549,nan
0,19599,nan
0,19649,nan
0,19699,nan
0,19749,nan
0,19799,nan
0,19849,nan
0,19899,nan
0,19949,nan
0,19999,nan
0,20049,nan
0,20099,nan
0,20149,nan
0,20199,nan
0,20249,nan
0,20299,nan
0,20349,nan
0,20399,nan
0,20449,nan
0,20499,nan
0,20549,nan
0,20599,nan
0,20649,nan
0,20699,nan
0,20749,nan
0,20799,nan
0,20849,nan
0,20899,nan
0,20949,nan
0,20999,nan
0,21049,nan
0,21099,nan
0,21149,nan
0,21199,nan
0,21249,nan
0,21299,nan
0,21349,nan
0,21399,nan
0,21449,nan
0,21499,nan
0,21549,nan
0,21599,nan
0,21649,nan
0,21699,nan
0,21749,nan
0,21799,nan
0,21849,nan
0,21899,nan
0,21949,nan
0,21999,nan
0,22049,nan
0,22099,nan
0,22149,nan
0,22199,nan
0,22249,nan
0,22299,nan
0,22349,nan
0,22399,nan
0,22449,nan
0,22499,nan
0,22549,nan
0,22599,nan
0,22649,nan
0,22699,nan
0,22749,nan
0,22799,nan
0,22849,nan
0,22899,nan
0,22949,nan
0,22999,nan
0,23049,nan
0,23099,nan
0,23149,nan
0,23199,nan
0,23249,nan
0,23299,nan
0,23349,nan
0,23399,nan
0,23449,nan
0,23499,nan
0,23549,nan
0,23599,nan
0,23649,nan
0,23699,nan
0,23749,nan
0,23799,nan
0,23849,nan
0,23899,nan
0,23949,nan
0,23999,nan
0,24049,nan
0,24099,nan
0,24149,nan
0,24199,nan
0,24249,nan
0,24299,nan
0,24349,nan
0,24399,nan
0,24449,nan
0,24499,nan
0,24549,nan
0,24599,nan
0,24649,nan
0,24699,nan
0,24749,nan
0,24799,nan
0,24849,nan
0,24899,nan
0,24949,nan
0,24999,nan
0,25049,nan
0,25099,nan
0,25149,nan
0,25199,nan
0,25249,nan
0,25299,nan
0,25349,nan
0,25399,nan
0,25449,nan
0,25499,nan
0,25549,nan
0,25599,nan
0,25649,nan
0,25699,nan
0,25749,nan
0,25799,nan
0,25849,nan
0,25899,nan
0,25949,nan
0,25999,nan
0,26049,nan
0,26099,nan
0,26149,nan
0,26199,nan
0,26249,nan
0,26299,nan
0,26349,nan
0,26399,nan
0,26449,nan
0,26499,nan
0,26549,nan
0,26599,nan
0,26649,nan
0,26699,nan
0,26749,nan
0,26799,nan
0,26849,nan
0,26899,nan
0,26949,nan
0,26999,nan
0,27049,nan
0,27099,nan
0,27149,nan
0,27199,nan
0,27249,nan
0,27299,nan
0,27349,nan
0,27399,nan
0,27449,nan
0,27499,nan
0,27549,nan
0,27599,nan
0,27649,nan
0,27699,nan
0,27749,nan
0,27799,nan
0,27849,nan
0,27899,nan
0,27949,nan
0,27999,nan
0,28049,nan
0,28099,nan
0,28149,nan
0,28199,nan
0,28249,nan
0,28299,nan
0,28349,nan
0,28399,nan
0,28449,nan
0,28499,nan
0,28549,nan
0,28599,nan
0,28649,nan
0,28699,nan
0,28749,nan
0,28799,nan
0,28849,nan
0,28899,nan
0,28949,nan
0,28999,nan
0,29049,nan
0,29099,nan
0,29149,nan
0,29199,nan
0,29249,nan
0,29299,nan
0,29349,nan
0,29399,nan
0,29449,nan
0,29499,nan
0,29549,nan
0,29599,nan
0,29649,nan
0,29699,nan
0,29749,nan
0,29799,nan
0,29849,nan
0,29899,nan
0,29949,nan
0,29999,nan
0,30049,nan
0,30099,nan
0,30149,nan
0,30199,nan
0,30249,nan
0,30299,nan
0,30349,nan
0,30399,nan
0,30449,nan
0,30499,nan
0,30549,nan
0,30599,nan
0,30649,nan
0,30699,nan
0,30749,nan
0,30799,nan
0,30849,nan
0,30899,nan
0,30949,nan
0,30999,nan
0,31049,nan
0,31099,nan
0,31149,nan
0,31199,nan
0,31249,nan
0,31299,nan
0,31349,nan
0,31399,nan
0,31449,nan
0,31499,nan
0,31549,nan
0,31599,nan
0,31649,nan
0,31699,nan
0,31749,nan
0,31799,nan
0,31849,nan
0,31899,nan
0,31949,nan
0,31999,nan
0,32049,nan
0,32099,nan
0,32149,nan
0,32199,nan
0,32249,nan
0,32299,nan
0,32349,nan
0,32399,nan
0,32449,nan
0,32499,nan
0,32549,nan
0,32599,nan
0,32649,nan
0,32699,nan
0,32749,nan
0,32799,nan
0,32849,nan
0,32899,nan
0,32949,nan
0,32999,nan
0,33049,nan
0,33099,nan
0,33149,nan
0,33199,nan
0,33249,nan
0,33299,nan
0,33349,nan
0,33399,nan
0,33449,nan
0,33499,nan
0,33549,nan
0,33599,nan
0,33649,nan
0,33699,nan
0,33749,nan
0,33799,nan
0,33849,nan
0,33899,nan
0,33949,nan
0,33999,nan
0,34049,nan
0,34099,nan
0,34149,nan
0,34199,nan
0,34249,nan
0,34299,nan
0,34349,nan
0,34399,nan
0,34449,nan
0,34499,nan
0,34549,nan
0,34599,nan
0,34649,nan
0,34699,nan
0,34749,nan
0,34799,nan
0,34849,nan
0,34899,nan
0,34949,nan
0,34999,nan
0,35049,nan
0,35099,nan
0,35149,nan
0,35199,nan
0,35249,nan
0,35299,nan
0,35349,nan
0,35399,nan
0,35449,nan
0,35499,nan
0,35549,nan
0,35599,nan
0,35649,nan
0,35699,nan
0,35749,nan
0,35799,nan
0,35849,nan
0,35899,nan
0,35949,nan
0,35999,nan
0,36049,nan
0,36099,nan
0,36149,nan
0,36199,nan
